id,status_group
3492,non functional
3493,non functional
3494,functional
3495,non functional
3496,functional
3497,functional
3498,functional
3499,functional
3500,non functional
3501,functional
3502,non functional
3503,non functional
3504,functional
3505,non functional
3506,functional
3507,functional
3508,functional
3509,non functional
3510,functional
3511,functional
3512,functional
3513,functional
3514,non functional
3515,functional
3516,functional
3517,non functional
3518,functional
3519,functional
3520,functional
3521,functional
3522,non functional
3523,non functional
3524,non functional
3525,functional
3526,non functional
3527,non functional
3528,non functional
3529,non functional
3530,non functional
3531,non functional
3532,non functional
3533,functional
3534,non functional
3535,functional
3536,non functional
3537,functional
3538,non functional
3539,functional
3540,functional
3541,non functional
3542,non functional
3543,non functional
3544,functional
3545,functional
3546,non functional
3547,functional
3548,non functional
3549,functional
3550,functional
3551,non functional
3552,functional
3553,non functional
3554,non functional
3555,functional
3556,functional
3557,non functional
3558,functional
3559,functional
3560,non functional
3561,functional
3562,functional
3563,functional
3564,functional
3565,functional
3566,functional
3567,functional
3568,functional
3569,functional
3570,functional
3571,functional
3572,non functional
3573,non functional
3574,functional
3575,functional
3576,non functional
3577,functional
3578,non functional
3579,non functional
3580,functional
3581,functional
3582,non functional
3583,functional
3584,functional
3585,functional
3586,functional
3587,non functional
3588,non functional
3589,non functional
3590,non functional
3591,functional
3592,non functional
3593,functional
3594,non functional
3595,non functional
3596,functional
3597,functional
3598,non functional
3599,functional
3600,non functional
3601,non functional
3602,non functional
3603,non functional
3604,functional
3605,non functional
3606,non functional
3607,functional
3608,non functional
3609,non functional
3610,non functional
3611,non functional
3612,non functional
3613,functional
3614,non functional
3615,non functional
3616,functional
3617,non functional
3618,non functional
3619,non functional
3620,non functional
3621,non functional
3622,non functional
3623,non functional
3624,non functional
3625,non functional
3626,functional
3627,functional
3628,functional
3629,functional
3630,functional
3631,functional
3632,non functional
3633,non functional
3634,functional
3635,functional
3636,functional
3637,functional
3638,non functional
3639,non functional
3640,functional
3641,functional
3642,functional
3643,non functional
3644,functional
3645,non functional
3646,functional
3647,functional
3648,functional
3649,functional
3650,non functional
3651,functional
3652,non functional
3653,functional
3654,non functional
3655,functional
3656,functional
3657,functional
3658,functional
3659,non functional
3660,functional
3661,non functional
3662,functional
3663,non functional
3664,non functional
3665,non functional
3666,non functional
3667,functional
3668,non functional
3669,functional
3670,functional
3671,non functional
3672,non functional
3673,functional
3674,functional
3675,non functional
3676,non functional
3677,functional
3678,functional
3679,non functional
3680,functional
3681,functional
3682,functional
3683,functional
3684,functional
3685,functional
3686,non functional
3687,functional
3688,functional
3689,functional
3690,functional
3691,non functional
3692,non functional
3693,functional
3694,non functional
3695,functional
3696,functional
3697,functional
3698,non functional
3699,functional
3700,non functional
3701,functional
3702,functional
3703,functional
3704,functional
3705,functional
3706,functional
3707,functional
3708,functional
3709,functional
3710,functional
3711,non functional
3712,functional
3713,functional
3714,functional
3715,non functional
3716,functional
3717,functional
3718,functional
3719,non functional
3720,functional
3721,functional
3722,functional
3723,non functional
3724,functional
3725,functional
3726,functional
3727,functional
3728,non functional
3729,non functional
3730,functional
3731,functional
3732,functional
3733,non functional
3734,non functional
3735,functional
3736,functional
3737,functional
3738,functional
3739,functional
3740,non functional
3741,non functional
3742,non functional
3743,non functional
3744,functional
3745,non functional
3746,functional
3747,non functional
3748,functional
3749,non functional
3750,functional
3751,non functional
3752,functional
3753,functional
3754,non functional
3755,non functional
3756,functional
3757,functional
3758,non functional
3759,functional
3760,non functional
3761,functional
3762,functional
3763,non functional
3764,functional
3765,functional
3766,non functional
3767,functional
3768,functional
3769,functional
3770,functional
3771,functional
3772,non functional
3773,functional
3774,functional
3775,non functional
3776,functional
3777,non functional
3778,functional
3779,functional
3780,non functional
3781,functional
3782,functional
3783,non functional
3784,non functional
3785,functional
3786,functional
3787,functional
3788,functional
3789,functional
3790,functional
3791,functional
3792,functional
3793,functional
3794,non functional
3795,functional
3796,non functional
3797,functional
3798,functional
3799,non functional
3800,functional
3801,functional
3802,functional
3803,non functional
3804,non functional
3805,functional
3806,functional
3807,functional
3808,functional
3809,non functional
3810,non functional
3811,functional
3812,non functional
3813,non functional
3814,functional
3815,non functional
3816,non functional
3817,functional
3818,functional
3819,functional
3820,functional
3821,functional
3822,functional
3823,functional
3824,functional
3825,non functional
3826,functional
3827,non functional
3828,functional
3829,functional
3830,non functional
3831,functional
3832,non functional
3833,non functional
3834,non functional
3835,functional
3836,functional
3837,functional
3838,functional
3839,non functional
3840,functional
3841,functional
3842,non functional
3843,non functional
3844,functional
3845,functional
3846,non functional
3847,non functional
3848,non functional
3849,non functional
3850,functional
3851,functional
3852,non functional
3853,non functional
3854,functional
3855,non functional
3856,non functional
3857,non functional
3858,non functional
3859,functional
3860,functional
3861,functional
3862,non functional
3863,non functional
3864,functional
3865,non functional
3866,non functional
3867,non functional
3868,functional
3869,non functional
3870,functional
3871,functional
3872,functional
3873,functional
3874,non functional
3875,non functional
3876,non functional
3877,non functional
3878,functional
3879,non functional
3880,non functional
3881,functional
3882,functional
3883,non functional
3884,functional
3885,functional
3886,functional
3887,functional
3888,functional
3889,functional
3890,non functional
3891,non functional
3892,non functional
3893,functional
3894,functional
3895,functional
3896,functional
3897,functional
3898,functional
3899,functional
3900,functional
3901,non functional
3902,non functional
3903,functional
3904,functional
3905,functional
3906,non functional
3907,non functional
3908,non functional
3909,functional
3910,functional
3911,functional
3912,functional
3913,non functional
3914,non functional
3915,functional
3916,non functional
3917,functional
3918,functional
3919,functional
3920,non functional
3921,functional
3922,functional
3923,non functional
3924,non functional
3925,functional
3926,functional
3927,non functional
3928,non functional
3929,functional
3930,non functional
3931,functional
3932,functional
3933,functional
3934,functional
3935,non functional
3936,functional
3937,functional
3938,non functional
3939,non functional
3940,non functional
3941,non functional
3942,functional
3943,non functional
3944,non functional
3945,functional
3946,functional
3947,functional
3948,functional
3949,non functional
3950,non functional
3951,functional
3952,functional
3953,functional
3954,functional
3955,non functional
3956,non functional
3957,functional
3958,non functional
3959,functional
3960,functional
3961,non functional
3962,non functional
3963,functional
3964,functional
3965,functional
3966,functional
3967,functional
3968,functional
3969,functional
3970,functional
3971,non functional
3972,non functional
3973,non functional
3974,functional
3975,functional
3976,non functional
3977,non functional
3978,functional
3979,non functional
3980,non functional
3981,functional
3982,functional
3983,functional
3984,functional
3985,functional
3986,non functional
3987,functional
3988,functional
3989,functional
3990,functional
3991,non functional
3992,functional
3993,functional
3994,non functional
3995,functional
3996,functional
3997,functional
3998,functional
3999,functional
4000,non functional
4001,functional
4002,functional
4003,functional
4004,functional
4005,functional
4006,functional
4007,functional
4008,non functional
4009,non functional
4010,functional
4011,functional
4012,non functional
4013,functional
4014,functional
4015,functional
4016,functional
4017,functional
4018,functional
4019,functional
4020,functional
4021,functional
4022,non functional
4023,functional
4024,functional
4025,non functional
4026,functional
4027,functional
4028,functional
4029,non functional
4030,functional
4031,functional
4032,functional
4033,non functional
4034,functional
4035,non functional
4036,functional
4037,non functional
4038,functional
4039,functional
4040,functional
4041,functional
4042,functional
4043,non functional
4044,functional
4045,functional
4046,non functional
4047,non functional
4048,non functional
4049,functional
4050,functional
4051,functional
4052,non functional
4053,functional
4054,non functional
4055,functional
4056,non functional
4057,functional
4058,functional
4059,functional
4060,non functional
4061,non functional
4062,functional
4063,functional
4064,functional
4065,functional
4066,functional
4067,functional
4068,non functional
4069,functional
4070,functional
4071,non functional
4072,non functional
4073,functional
4074,functional
4075,non functional
4076,functional
4077,functional
4078,non functional
4079,non functional
4080,functional
4081,functional
4082,non functional
4083,functional
4084,functional
4085,non functional
4086,functional
4087,functional
4088,non functional
4089,non functional
4090,non functional
4091,non functional
4092,non functional
4093,functional
4094,non functional
4095,non functional
4096,functional
4097,functional
4098,non functional
4099,functional
4100,functional
4101,non functional
4102,functional
4103,functional
4104,non functional
4105,non functional
4106,functional
4107,non functional
4108,non functional
4109,functional
4110,functional
4111,functional
4112,functional
4113,functional
4114,functional
4115,functional
4116,non functional
4117,functional
4118,non functional
4119,functional
4120,functional
4121,functional
4122,non functional
4123,functional
4124,functional
4125,functional
4126,functional
4127,non functional
4128,functional
4129,non functional
4130,functional
4131,functional
4132,non functional
4133,functional
4134,non functional
4135,non functional
4136,functional
4137,functional
4138,functional
4139,non functional
4140,functional
4141,non functional
4142,functional
4143,functional
4144,non functional
4145,non functional
4146,functional
4147,functional
4148,functional
4149,functional
4150,non functional
4151,functional
4152,non functional
4153,non functional
4154,functional
4155,non functional
4156,non functional
4157,non functional
4158,functional
4159,functional
4160,non functional
4161,functional
4162,functional
4163,functional
4164,non functional
4165,functional
4166,functional
4167,non functional
4168,functional
4169,functional
4170,non functional
4171,functional
4172,functional
4173,non functional
4174,non functional
4175,functional
4176,non functional
4177,functional
4178,functional
4179,non functional
4180,non functional
4181,functional
4182,functional
4183,non functional
4184,functional
4185,non functional
4186,functional
4187,functional
4188,non functional
4189,functional
4190,non functional
4191,non functional
4192,functional
4193,non functional
4194,functional
4195,functional
4196,functional
4197,non functional
4198,functional
4199,functional
4200,non functional
4201,non functional
4202,non functional
4203,functional
4204,functional
4205,non functional
4206,functional
4207,non functional
4208,non functional
4209,functional
4210,functional
4211,non functional
4212,non functional
4213,non functional
4214,functional
4215,functional
4216,functional
4217,functional
4218,non functional
4219,non functional
4220,non functional
4221,functional
4222,functional
4223,non functional
4224,non functional
4225,non functional
4226,functional
4227,non functional
4228,functional
4229,functional
4230,functional
4231,functional
4232,functional
4233,functional
4234,functional
4235,functional
4236,functional
4237,functional
4238,functional
4239,functional
4240,non functional
4241,functional
4242,functional
4243,functional
4244,functional
4245,non functional
4246,functional
4247,non functional
4248,functional
4249,functional
4250,non functional
4251,non functional
4252,functional
4253,non functional
4254,functional
4255,non functional
4256,functional
4257,functional
4258,non functional
4259,functional
4260,functional
4261,functional
4262,functional
4263,non functional
4264,non functional
4265,non functional
4266,non functional
4267,non functional
4268,functional
4269,non functional
4270,non functional
4271,functional
4272,functional
4273,functional
4274,functional
4275,non functional
4276,functional
4277,functional
4278,functional
4279,functional
4280,functional
4281,functional
4282,non functional
4283,functional
4284,functional
4285,functional
4286,non functional
4287,non functional
4288,functional
4289,non functional
4290,functional
4291,non functional
4292,non functional
4293,functional
4294,functional
4295,non functional
4296,non functional
4297,non functional
4298,functional
4299,non functional
4300,functional
4301,non functional
4302,non functional
4303,functional
4304,non functional
4305,functional
4306,functional
4307,non functional
4308,non functional
4309,functional
4310,functional
4311,functional
4312,functional
4313,non functional
4314,non functional
4315,non functional
4316,non functional
4317,non functional
4318,non functional
4319,non functional
4320,functional
4321,non functional
4322,functional
4323,functional
4324,functional
4325,non functional
4326,functional
4327,functional
4328,non functional
4329,functional
4330,non functional
4331,functional
4332,non functional
4333,functional
4334,non functional
4335,functional
4336,functional
4337,functional
4338,non functional
4339,non functional
4340,non functional
4341,functional
4342,functional
4343,functional
4344,functional
4345,functional
4346,non functional
4347,functional
4348,non functional
4349,functional
4350,functional
4351,non functional
4352,functional
4353,functional
4354,non functional
4355,non functional
4356,functional
4357,functional
4358,functional
4359,functional
4360,functional
4361,non functional
4362,non functional
4363,functional
4364,non functional
4365,non functional
4366,functional
4367,functional
4368,non functional
4369,non functional
4370,functional
4371,non functional
4372,functional
4373,non functional
4374,functional
4375,functional
4376,non functional
4377,functional
4378,non functional
4379,non functional
4380,functional
4381,non functional
4382,functional
4383,functional
4384,non functional
4385,non functional
4386,functional
4387,non functional
4388,functional
4389,functional
4390,non functional
4391,functional
4392,functional
4393,functional
4394,functional
4395,non functional
4396,functional
4397,functional
4398,non functional
4399,functional
4400,functional
4401,functional
4402,non functional
4403,functional
4404,non functional
4405,functional
4406,functional
4407,functional
4408,non functional
4409,non functional
4410,non functional
4411,functional
4412,non functional
4413,non functional
4414,non functional
4415,functional
4416,functional
4417,non functional
4418,non functional
4419,functional
4420,non functional
4421,non functional
4422,functional
4423,functional
4424,non functional
4425,functional
4426,functional
4427,non functional
4428,functional
4429,non functional
4430,functional
4431,functional
4432,functional
4433,non functional
4434,functional
4435,functional
4436,functional
4437,functional
4438,functional
4439,non functional
4440,functional
4441,functional
4442,functional
4443,functional
4444,non functional
4445,functional
4446,non functional
4447,functional
4448,functional
4449,functional
4450,functional
4451,functional
4452,functional
4453,functional
4454,functional
4455,functional
4456,functional
4457,functional
4458,functional
4459,functional
4460,functional
4461,non functional
4462,non functional
4463,functional
4464,functional
4465,non functional
4466,functional
4467,non functional
4468,functional
4469,non functional
4470,non functional
4471,functional
4472,functional
4473,functional
4474,functional
4475,non functional
4476,functional
4477,non functional
4478,non functional
4479,functional
4480,functional
4481,functional
4482,functional
4483,functional
4484,functional
4485,functional
4486,functional
4487,functional
4488,functional
4489,non functional
4490,non functional
4491,non functional
4492,functional
4493,functional
4494,functional
4495,functional
4496,functional
4497,functional
4498,non functional
4499,functional
4500,non functional
4501,non functional
4502,functional
4503,functional
4504,functional
4505,functional
4506,functional
4507,non functional
4508,non functional
4509,functional
4510,functional
4511,functional
4512,non functional
4513,non functional
4514,functional
4515,functional
4516,functional
4517,non functional
4518,functional
4519,non functional
4520,functional
4521,non functional
4522,functional
4523,non functional
4524,non functional
4525,functional
4526,non functional
4527,non functional
4528,non functional
4529,functional
4530,functional
4531,functional
4532,non functional
4533,functional
4534,non functional
4535,functional
4536,functional
4537,non functional
4538,non functional
4539,functional
4540,functional
4541,non functional
4542,functional
4543,functional
4544,non functional
4545,non functional
4546,functional
4547,non functional
4548,non functional
4549,functional
4550,functional
4551,functional
4552,functional
4553,non functional
4554,functional
4555,functional
4556,functional
4557,functional
4558,non functional
4559,non functional
4560,functional
4561,non functional
4562,non functional
4563,functional
4564,non functional
4565,functional
4566,non functional
4567,functional
4568,non functional
4569,functional
4570,functional
4571,non functional
4572,non functional
4573,non functional
4574,non functional
4575,non functional
4576,non functional
4577,non functional
4578,functional
4579,non functional
4580,functional
4581,functional
4582,functional
4583,non functional
4584,functional
4585,functional
4586,functional
4587,functional
4588,non functional
4589,functional
4590,functional
4591,non functional
4592,functional
4593,non functional
4594,functional
4595,non functional
4596,non functional
4597,functional
4598,non functional
4599,functional
4600,non functional
4601,functional
4602,non functional
4603,non functional
4604,functional
4605,functional
4606,functional
4607,non functional
4608,non functional
4609,functional
4610,non functional
4611,functional
4612,functional
4613,non functional
4614,non functional
4615,non functional
4616,functional
4617,functional
4618,functional
4619,functional
4620,functional
4621,functional
4622,non functional
4623,functional
4624,functional
4625,functional
4626,non functional
4627,functional
4628,functional
4629,functional
4630,functional
4631,non functional
4632,functional
4633,functional
4634,non functional
4635,non functional
4636,non functional
4637,non functional
4638,functional
4639,functional
4640,functional
4641,non functional
4642,non functional
4643,functional
4644,functional
4645,functional
4646,non functional
4647,non functional
4648,functional
4649,functional
4650,functional
4651,functional
4652,non functional
4653,non functional
4654,functional
4655,non functional
4656,non functional
4657,functional
4658,non functional
4659,functional
4660,functional
4661,non functional
4662,non functional
4663,functional
4664,functional
4665,non functional
4666,non functional
4667,functional
4668,functional
4669,functional
4670,non functional
4671,non functional
4672,functional
4673,functional
4674,functional
4675,non functional
4676,non functional
4677,non functional
4678,functional
4679,non functional
4680,functional
4681,functional
4682,non functional
4683,functional
4684,functional
4685,functional
4686,functional
4687,functional
4688,non functional
4689,functional
4690,non functional
4691,functional
4692,functional
4693,functional
4694,functional
4695,functional
4696,functional
4697,non functional
4698,non functional
4699,non functional
4700,functional
4701,functional
4702,non functional
4703,non functional
4704,non functional
4705,functional
4706,non functional
4707,non functional
4708,non functional
4709,non functional
4710,functional
4711,non functional
4712,functional
4713,functional
4714,functional
4715,functional
4716,non functional
4717,functional
4718,functional
4719,non functional
4720,non functional
4721,non functional
4722,functional
4723,functional
4724,functional
4725,functional
4726,functional
4727,non functional
4728,functional
4729,non functional
4730,functional
4731,functional
4732,functional
4733,functional
4734,non functional
4735,functional
4736,non functional
4737,non functional
4738,non functional
4739,functional
4740,functional
4741,non functional
4742,functional
4743,functional
4744,functional
4745,functional
4746,non functional
4747,functional
4748,functional
4749,functional
4750,non functional
4751,non functional
4752,non functional
4753,functional
4754,functional
4755,functional
4756,functional
4757,functional
4758,non functional
4759,functional
4760,functional
4761,functional
4762,non functional
4763,functional
4764,functional
4765,non functional
4766,non functional
4767,functional
4768,functional
4769,functional
4770,functional
4771,functional
4772,functional
4773,non functional
4774,functional
4775,non functional
4776,non functional
4777,functional
4778,functional
4779,functional
4780,functional
4781,functional
4782,functional
4783,non functional
4784,non functional
4785,functional
4786,functional
4787,functional
4788,non functional
4789,functional
4790,non functional
4791,functional
4792,functional
4793,functional
4794,non functional
4795,functional
4796,non functional
4797,functional
4798,functional
4799,functional
4800,non functional
4801,non functional
4802,functional
4803,non functional
4804,non functional
4805,functional
4806,functional
4807,functional
4808,non functional
4809,functional
4810,functional
4811,non functional
4812,functional
4813,functional
4814,functional
4815,functional
4816,non functional
4817,non functional
4818,functional
4819,functional
4820,functional
4821,non functional
4822,functional
4823,functional
4824,functional
4825,functional
4826,non functional
4827,non functional
4828,non functional
4829,functional
4830,functional
4831,functional
4832,non functional
4833,non functional
4834,non functional
4835,non functional
4836,functional
4837,non functional
4838,functional
4839,functional
4840,non functional
4841,functional
4842,functional
4843,functional
4844,functional
4845,functional
4846,functional
4847,non functional
4848,functional
4849,functional
4850,functional
4851,non functional
4852,functional
4853,non functional
4854,non functional
4855,functional
4856,functional
4857,functional
4858,non functional
4859,functional
4860,non functional
4861,functional
4862,non functional
4863,non functional
4864,functional
4865,functional
4866,functional
4867,functional
4868,non functional
4869,functional
4870,functional
4871,functional
4872,functional
4873,functional
4874,non functional
4875,functional
4876,non functional
4877,functional
4878,functional
4879,functional
4880,non functional
4881,functional
4882,functional
4883,functional
4884,functional
4885,functional
4886,functional
4887,functional
4888,functional
4889,functional
4890,non functional
4891,functional
4892,non functional
4893,non functional
4894,functional
4895,functional
4896,non functional
4897,functional
4898,functional
4899,non functional
4900,functional
4901,functional
4902,functional
4903,non functional
4904,functional
4905,functional
4906,functional
4907,functional
4908,functional
4909,functional
4910,functional
4911,functional
4912,functional
4913,functional
4914,functional
4915,functional
4916,functional
4917,functional
4918,functional
4919,functional
4920,non functional
4921,non functional
4922,functional
4923,non functional
4924,functional
4925,functional
4926,functional
4927,non functional
4928,functional
4929,non functional
4930,non functional
4931,functional
4932,functional
4933,functional
4934,functional
4935,functional
4936,functional
4937,non functional
4938,functional
4939,functional
4940,non functional
4941,functional
4942,functional
4943,non functional
4944,functional
4945,non functional
4946,non functional
4947,non functional
4948,non functional
4949,functional
4950,functional
4951,functional
4952,functional
4953,non functional
4954,functional
4955,non functional
4956,non functional
4957,functional
4958,functional
4959,non functional
4960,functional
4961,non functional
4962,functional
4963,functional
4964,functional
4965,functional
4966,non functional
4967,functional
4968,functional
4969,functional
4970,functional
4971,functional
4972,non functional
4973,non functional
4974,functional
4975,functional
4976,non functional
4977,non functional
4978,non functional
4979,non functional
4980,non functional
4981,non functional
4982,non functional
4983,functional
4984,functional
4985,functional
4986,non functional
4987,non functional
4988,non functional
4989,non functional
4990,functional
4991,functional
4992,functional
4993,non functional
4994,non functional
4995,functional
4996,non functional
4997,non functional
4998,functional
4999,functional
5000,non functional
5001,functional
5002,non functional
5003,non functional
5004,functional
5005,functional
5006,functional
5007,functional
5008,functional
5009,functional
5010,functional
5011,functional
5012,functional
5013,functional
5014,functional
5015,non functional
5016,functional
5017,functional
5018,functional
5019,functional
5020,functional
5021,non functional
5022,functional
5023,non functional
5024,functional
5025,functional
5026,functional
5027,functional
5028,functional
5029,functional
5030,non functional
5031,non functional
5032,functional
5033,non functional
5034,functional
5035,functional
5036,functional
5037,functional
5038,non functional
5039,functional
5040,functional
5041,functional
5042,functional
5043,non functional
5044,non functional
5045,non functional
5046,functional
5047,non functional
5048,functional
5049,non functional
5050,non functional
5051,non functional
5052,functional
5053,functional
5054,functional
5055,functional
5056,functional
5057,non functional
5058,functional
5059,functional
5060,functional
5061,functional
5062,functional
5063,functional
5064,non functional
5065,non functional
5066,functional
5067,functional
5068,functional
5069,non functional
5070,functional
5071,non functional
5072,functional
5073,functional
5074,functional
5075,functional
5076,functional
5077,functional
5078,non functional
5079,functional
5080,functional
5081,functional
5082,functional
5083,functional
5084,functional
5085,non functional
5086,non functional
5087,functional
5088,non functional
5089,functional
5090,functional
5091,non functional
5092,functional
5093,non functional
5094,non functional
5095,functional
5096,non functional
5097,non functional
5098,non functional
5099,non functional
5100,non functional
5101,functional
5102,functional
5103,non functional
5104,functional
5105,non functional
5106,non functional
5107,functional
5108,functional
5109,non functional
5110,non functional
5111,functional
5112,functional
5113,non functional
5114,non functional
5115,non functional
5116,functional
5117,non functional
5118,functional
5119,functional
5120,non functional
5121,functional
5122,functional
5123,functional
5124,functional
5125,functional
5126,functional
5127,non functional
5128,non functional
5129,functional
5130,non functional
5131,non functional
5132,functional
5133,functional
5134,non functional
5135,functional
5136,functional
5137,functional
5138,functional
5139,functional
5140,functional
5141,functional
5142,non functional
5143,functional
5144,functional
5145,functional
5146,functional
5147,functional
5148,functional
5149,functional
5150,non functional
5151,non functional
5152,functional
5153,non functional
5154,functional
5155,non functional
5156,non functional
5157,functional
5158,non functional
5159,non functional
5160,non functional
5161,non functional
5162,functional
5163,non functional
5164,functional
5165,functional
5166,non functional
5167,functional
5168,functional
5169,non functional
5170,functional
5171,non functional
5172,non functional
5173,non functional
5174,functional
5175,functional
5176,functional
5177,functional
5178,non functional
5179,functional
5180,functional
5181,non functional
5182,non functional
5183,functional
5184,functional
5185,non functional
5186,non functional
5187,non functional
5188,functional
5189,functional
5190,functional
5191,non functional
5192,non functional
5193,functional
5194,functional
5195,functional
5196,non functional
5197,non functional
5198,functional
5199,functional
5200,non functional
5201,functional
5202,functional
5203,non functional
5204,functional
5205,functional
5206,non functional
5207,functional
5208,non functional
5209,non functional
5210,non functional
5211,functional
5212,functional
5213,non functional
5214,non functional
5215,non functional
5216,non functional
5217,functional
5218,functional
5219,functional
5220,functional
5221,functional
5222,functional
5223,non functional
5224,functional
5225,non functional
5226,non functional
5227,non functional
5228,functional
5229,functional
5230,functional
5231,functional
5232,functional
5233,functional
5234,non functional
5235,non functional
5236,non functional
5237,non functional
5238,functional
5239,functional
5240,non functional
5241,non functional
5242,functional
5243,functional
5244,non functional
5245,non functional
5246,functional
5247,non functional
5248,functional
5249,functional
5250,non functional
5251,functional
5252,non functional
5253,non functional
5254,non functional
5255,non functional
5256,functional
5257,non functional
5258,non functional
5259,non functional
5260,non functional
5261,functional
5262,functional
5263,non functional
5264,functional
5265,functional
5266,functional
5267,functional
5268,non functional
5269,functional
5270,non functional
5271,functional
5272,functional
5273,functional
5274,non functional
5275,functional
5276,non functional
5277,functional
5278,functional
5279,functional
5280,functional
5281,functional
5282,non functional
5283,functional
5284,functional
5285,functional
5286,non functional
5287,non functional
5288,functional
5289,non functional
5290,functional
5291,non functional
5292,functional
5293,non functional
5294,functional
5295,functional
5296,functional
5297,non functional
5298,functional
5299,non functional
5300,functional
5301,functional
5302,functional
5303,functional
5304,functional
5305,non functional
5306,non functional
5307,non functional
5308,functional
5309,functional
5310,functional
5311,functional
5312,non functional
5313,functional
5314,functional
5315,functional
5316,non functional
5317,non functional
5318,functional
5319,functional
5320,non functional
5321,functional
5322,functional
5323,functional
5324,non functional
5325,functional
5326,functional
5327,non functional
5328,non functional
5329,functional
5330,functional
5331,functional
5332,non functional
5333,functional
5334,functional
5335,functional
5336,functional
5337,functional
5338,functional
5339,functional
5340,non functional
5341,functional
5342,functional
5343,functional
5344,non functional
5345,functional
5346,functional
5347,non functional
5348,non functional
5349,functional
5350,functional
5351,functional
5352,functional
5353,functional
5354,functional
5355,non functional
5356,functional
5357,non functional
5358,functional
5359,functional
5360,functional
5361,non functional
5362,functional
5363,functional
5364,functional
5365,non functional
5366,functional
5367,non functional
5368,functional
5369,functional
5370,non functional
5371,non functional
5372,functional
5373,non functional
5374,non functional
5375,functional
5376,non functional
5377,functional
5378,functional
5379,non functional
5380,functional
5381,functional
5382,functional
5383,non functional
5384,functional
5385,functional
5386,functional
5387,functional
5388,functional
5389,non functional
5390,functional
5391,functional
5392,functional
5393,non functional
5394,functional
5395,functional
5396,functional
5397,non functional
5398,functional
5399,functional
5400,functional
5401,functional
5402,non functional
5403,functional
5404,functional
5405,non functional
5406,functional
5407,functional
5408,non functional
5409,non functional
5410,functional
5411,functional
5412,non functional
5413,functional
5414,non functional
5415,functional
5416,functional
5417,functional
5418,non functional
5419,functional
5420,functional
5421,functional
5422,non functional
5423,non functional
5424,non functional
5425,functional
5426,non functional
5427,functional
5428,non functional
5429,functional
5430,functional
5431,functional
5432,non functional
5433,non functional
5434,non functional
5435,functional
5436,functional
5437,functional
5438,functional
5439,functional
5440,functional
5441,functional
5442,non functional
5443,functional
5444,non functional
5445,functional
5446,non functional
5447,functional
5448,non functional
5449,non functional
5450,functional
5451,non functional
5452,non functional
5453,functional
5454,functional
5455,functional
5456,non functional
5457,functional
5458,functional
5459,non functional
5460,functional
5461,functional
5462,functional
5463,non functional
5464,functional
5465,non functional
5466,non functional
5467,non functional
5468,non functional
5469,functional
5470,non functional
5471,functional
5472,functional
5473,functional
5474,functional
5475,non functional
5476,functional
5477,functional
5478,non functional
5479,functional
5480,functional
5481,functional
5482,functional
5483,functional
5484,functional
5485,non functional
5486,non functional
5487,non functional
5488,functional
5489,functional
5490,functional
5491,functional
5492,non functional
5493,non functional
5494,non functional
5495,functional
5496,functional
5497,functional
5498,non functional
5499,non functional
5500,functional
5501,non functional
5502,non functional
5503,functional
5504,non functional
5505,functional
5506,functional
5507,functional
5508,functional
5509,functional
5510,functional
5511,non functional
5512,functional
5513,non functional
5514,functional
5515,functional
5516,functional
5517,non functional
5518,non functional
5519,functional
5520,non functional
5521,functional
5522,non functional
5523,non functional
5524,functional
5525,functional
5526,functional
5527,functional
5528,functional
5529,functional
5530,non functional
5531,functional
5532,functional
5533,functional
5534,functional
5535,non functional
5536,functional
5537,functional
5538,functional
5539,functional
5540,non functional
5541,functional
5542,functional
5543,functional
5544,functional
5545,functional
5546,functional
5547,functional
5548,functional
5549,non functional
5550,non functional
5551,non functional
5552,non functional
5553,functional
5554,functional
5555,non functional
5556,non functional
5557,non functional
5558,non functional
5559,functional
5560,functional
5561,functional
5562,non functional
5563,non functional
5564,functional
5565,functional
5566,non functional
5567,functional
5568,non functional
5569,functional
5570,functional
5571,functional
5572,functional
5573,non functional
5574,functional
5575,functional
5576,functional
5577,non functional
5578,functional
5579,non functional
5580,functional
5581,functional
5582,non functional
5583,functional
5584,functional
5585,functional
5586,functional
5587,non functional
5588,functional
5589,functional
5590,functional
5591,functional
5592,functional
5593,functional
5594,functional
5595,non functional
5596,functional
5597,non functional
5598,functional
5599,non functional
5600,functional
5601,functional
5602,functional
5603,functional
5604,functional
5605,functional
5606,functional
5607,functional
5608,non functional
5609,non functional
5610,non functional
5611,non functional
5612,non functional
5613,functional
5614,non functional
5615,functional
5616,functional
5617,non functional
5618,functional
5619,non functional
5620,functional
5621,functional
5622,functional
5623,functional
5624,non functional
5625,non functional
5626,non functional
5627,functional
5628,non functional
5629,functional
5630,non functional
5631,functional
5632,non functional
5633,non functional
5634,functional
5635,non functional
5636,non functional
5637,functional
5638,non functional
5639,functional
5640,non functional
5641,functional
5642,functional
5643,non functional
5644,functional
5645,non functional
5646,functional
5647,functional
5648,functional
5649,functional
5650,functional
5651,functional
5652,functional
5653,functional
5654,functional
5655,non functional
5656,functional
5657,functional
5658,non functional
5659,functional
5660,functional
5661,functional
5662,functional
5663,functional
5664,functional
5665,functional
5666,non functional
5667,non functional
5668,non functional
5669,non functional
5670,non functional
5671,functional
5672,non functional
5673,functional
5674,functional
5675,non functional
5676,functional
5677,non functional
5678,non functional
5679,non functional
5680,functional
5681,functional
